Activity ID,Pillar,Age Group,Category,Category Description,Topic Number,Topic,Activity Name,Objective,Explanation,Age,Estimated Time,Hashtags,Materials,Steps,Skills,Activity Type,Difficulty Level,Parent Involvement
cognitive-skills-teen-13-18-critical-analysis-1,Cognitive Skills,Teen (13-18),Critical Analysis,Comprehensive critical analysis activities for teen (13-18),1,Critical Analysis Activity 1,Critical Analysis Activity 1,Develop critical analysis skills for teen (13-18),Engage in critical analysis activities designed for teen (13-18) development,Teen (13-18),45-90 min,#CriticalAnalysis;#Teen;#Cognitive Skills,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Critical Analysis;Cognitive Skills development;Problem solving;Creative thinking;Progress tracking,Cognitive,Advanced,Low
cognitive-skills-teen-13-18-critical-analysis-2,Cognitive Skills,Teen (13-18),Critical Analysis,Comprehensive critical analysis activities for teen (13-18),2,Critical Analysis Activity 2,Critical Analysis Activity 2,Develop critical analysis skills for teen (13-18),Engage in critical analysis activities designed for teen (13-18) development,Teen (13-18),45-90 min,#CriticalAnalysis;#Teen;#Cognitive Skills,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Critical Analysis;Cognitive Skills development;Problem solving;Creative thinking;Progress tracking,Cognitive,Advanced,Low
cognitive-skills-teen-13-18-critical-analysis-3,Cognitive Skills,Teen (13-18),Critical Analysis,Comprehensive critical analysis activities for teen (13-18),3,Critical Analysis Activity 3,Critical Analysis Activity 3,Develop critical analysis skills for teen (13-18),Engage in critical analysis activities designed for teen (13-18) development,Teen (13-18),60-120 min,#CriticalAnalysis;#Teen;#Cognitive Skills,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Critical Analysis;Cognitive Skills development;Problem solving;Creative thinking;Progress tracking,Cognitive,Advanced,Low
cognitive-skills-teen-13-18-critical-analysis-4,Cognitive Skills,Teen (13-18),Critical Analysis,Comprehensive critical analysis activities for teen (13-18),4,Critical Analysis Activity 4,Critical Analysis Activity 4,Develop critical analysis skills for teen (13-18),Engage in critical analysis activities designed for teen (13-18) development,Teen (13-18),45-90 min,#CriticalAnalysis;#Teen;#Cognitive Skills,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Critical Analysis;Cognitive Skills development;Problem solving;Creative thinking;Progress tracking,Cognitive,Advanced,Low
cognitive-skills-teen-13-18-critical-analysis-5,Cognitive Skills,Teen (13-18),Critical Analysis,Comprehensive critical analysis activities for teen (13-18),5,Critical Analysis Activity 5,Critical Analysis Activity 5,Develop critical analysis skills for teen (13-18),Engage in critical analysis activities designed for teen (13-18) development,Teen (13-18),45-90 min,#CriticalAnalysis;#Teen;#Cognitive Skills,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Critical Analysis;Cognitive Skills development;Problem solving;Creative thinking;Progress tracking,Cognitive,Advanced,Low
cognitive-skills-teen-13-18-critical-analysis-6,Cognitive Skills,Teen (13-18),Critical Analysis,Comprehensive critical analysis activities for teen (13-18),6,Critical Analysis Activity 6,Critical Analysis Activity 6,Develop critical analysis skills for teen (13-18),Engage in critical analysis activities designed for teen (13-18) development,Teen (13-18),45-90 min,#CriticalAnalysis;#Teen;#Cognitive Skills,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Critical Analysis;Cognitive Skills development;Problem solving;Creative thinking;Progress tracking,Cognitive,Advanced,Low
cognitive-skills-teen-13-18-creative-problem-solving-1,Cognitive Skills,Teen (13-18),Creative Problem Solving,Comprehensive creative problem solving activities for teen (13-18),1,Creative Problem Solving Activity 1,Creative Problem Solving Activity 1,Develop creative problem solving skills for teen (13-18),Engage in creative problem solving activities designed for teen (13-18) development,Teen (13-18),60-120 min,#CreativeProblemSolving;#Teen;#Cognitive Skills,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Creative Problem Solving;Cognitive Skills development;Problem solving;Creative thinking;Progress tracking,Cognitive,Advanced,Low
cognitive-skills-teen-13-18-creative-problem-solving-2,Cognitive Skills,Teen (13-18),Creative Problem Solving,Comprehensive creative problem solving activities for teen (13-18),2,Creative Problem Solving Activity 2,Creative Problem Solving Activity 2,Develop creative problem solving skills for teen (13-18),Engage in creative problem solving activities designed for teen (13-18) development,Teen (13-18),60-120 min,#CreativeProblemSolving;#Teen;#Cognitive Skills,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Creative Problem Solving;Cognitive Skills development;Problem solving;Creative thinking;Progress tracking,Cognitive,Advanced,Low
cognitive-skills-teen-13-18-creative-problem-solving-3,Cognitive Skills,Teen (13-18),Creative Problem Solving,Comprehensive creative problem solving activities for teen (13-18),3,Creative Problem Solving Activity 3,Creative Problem Solving Activity 3,Develop creative problem solving skills for teen (13-18),Engage in creative problem solving activities designed for teen (13-18) development,Teen (13-18),45-90 min,#CreativeProblemSolving;#Teen;#Cognitive Skills,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Creative Problem Solving;Cognitive Skills development;Problem solving;Creative thinking;Progress tracking,Cognitive,Advanced,Low
cognitive-skills-teen-13-18-creative-problem-solving-4,Cognitive Skills,Teen (13-18),Creative Problem Solving,Comprehensive creative problem solving activities for teen (13-18),4,Creative Problem Solving Activity 4,Creative Problem Solving Activity 4,Develop creative problem solving skills for teen (13-18),Engage in creative problem solving activities designed for teen (13-18) development,Teen (13-18),60-120 min,#CreativeProblemSolving;#Teen;#Cognitive Skills,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Creative Problem Solving;Cognitive Skills development;Problem solving;Creative thinking;Progress tracking,Cognitive,Advanced,Low
cognitive-skills-teen-13-18-creative-problem-solving-5,Cognitive Skills,Teen (13-18),Creative Problem Solving,Comprehensive creative problem solving activities for teen (13-18),5,Creative Problem Solving Activity 5,Creative Problem Solving Activity 5,Develop creative problem solving skills for teen (13-18),Engage in creative problem solving activities designed for teen (13-18) development,Teen (13-18),45-90 min,#CreativeProblemSolving;#Teen;#Cognitive Skills,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Creative Problem Solving;Cognitive Skills development;Problem solving;Creative thinking;Progress tracking,Cognitive,Advanced,Low
cognitive-skills-teen-13-18-creative-problem-solving-6,Cognitive Skills,Teen (13-18),Creative Problem Solving,Comprehensive creative problem solving activities for teen (13-18),6,Creative Problem Solving Activity 6,Creative Problem Solving Activity 6,Develop creative problem solving skills for teen (13-18),Engage in creative problem solving activities designed for teen (13-18) development,Teen (13-18),45-90 min,#CreativeProblemSolving;#Teen;#Cognitive Skills,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Creative Problem Solving;Cognitive Skills development;Problem solving;Creative thinking;Progress tracking,Cognitive,Advanced,Low
cognitive-skills-teen-13-18-creative-problem-solving-7,Cognitive Skills,Teen (13-18),Creative Problem Solving,Comprehensive creative problem solving activities for teen (13-18),7,Creative Problem Solving Activity 7,Creative Problem Solving Activity 7,Develop creative problem solving skills for teen (13-18),Engage in creative problem solving activities designed for teen (13-18) development,Teen (13-18),45-90 min,#CreativeProblemSolving;#Teen;#Cognitive Skills,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Creative Problem Solving;Cognitive Skills development;Problem solving;Creative thinking;Progress tracking,Cognitive,Advanced,Low
cognitive-skills-teen-13-18-creative-problem-solving-8,Cognitive Skills,Teen (13-18),Creative Problem Solving,Comprehensive creative problem solving activities for teen (13-18),8,Creative Problem Solving Activity 8,Creative Problem Solving Activity 8,Develop creative problem solving skills for teen (13-18),Engage in creative problem solving activities designed for teen (13-18) development,Teen (13-18),60-120 min,#CreativeProblemSolving;#Teen;#Cognitive Skills,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Creative Problem Solving;Cognitive Skills development;Problem solving;Creative thinking;Progress tracking,Cognitive,Advanced,Low
cognitive-skills-teen-13-18-advanced-reasoning-1,Cognitive Skills,Teen (13-18),Advanced Reasoning,Comprehensive advanced reasoning activities for teen (13-18),1,Advanced Reasoning Activity 1,Advanced Reasoning Activity 1,Develop advanced reasoning skills for teen (13-18),Engage in advanced reasoning activities designed for teen (13-18) development,Teen (13-18),60-120 min,#AdvancedReasoning;#Teen;#Cognitive Skills,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Advanced Reasoning;Cognitive Skills development;Problem solving;Creative thinking;Progress tracking,Cognitive,Advanced,Low
cognitive-skills-teen-13-18-advanced-reasoning-2,Cognitive Skills,Teen (13-18),Advanced Reasoning,Comprehensive advanced reasoning activities for teen (13-18),2,Advanced Reasoning Activity 2,Advanced Reasoning Activity 2,Develop advanced reasoning skills for teen (13-18),Engage in advanced reasoning activities designed for teen (13-18) development,Teen (13-18),60-120 min,#AdvancedReasoning;#Teen;#Cognitive Skills,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Advanced Reasoning;Cognitive Skills development;Problem solving;Creative thinking;Progress tracking,Cognitive,Advanced,Low
cognitive-skills-teen-13-18-advanced-reasoning-3,Cognitive Skills,Teen (13-18),Advanced Reasoning,Comprehensive advanced reasoning activities for teen (13-18),3,Advanced Reasoning Activity 3,Advanced Reasoning Activity 3,Develop advanced reasoning skills for teen (13-18),Engage in advanced reasoning activities designed for teen (13-18) development,Teen (13-18),60-120 min,#AdvancedReasoning;#Teen;#Cognitive Skills,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Advanced Reasoning;Cognitive Skills development;Problem solving;Creative thinking;Progress tracking,Cognitive,Advanced,Low
cognitive-skills-teen-13-18-strategic-planning-1,Cognitive Skills,Teen (13-18),Strategic Planning,Comprehensive strategic planning activities for teen (13-18),1,Strategic Planning Activity 1,Strategic Planning Activity 1,Develop strategic planning skills for teen (13-18),Engage in strategic planning activities designed for teen (13-18) development,Teen (13-18),45-90 min,#StrategicPlanning;#Teen;#Cognitive Skills,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Strategic Planning;Cognitive Skills development;Problem solving;Creative thinking;Progress tracking,Cognitive,Advanced,Low
cognitive-skills-teen-13-18-strategic-planning-2,Cognitive Skills,Teen (13-18),Strategic Planning,Comprehensive strategic planning activities for teen (13-18),2,Strategic Planning Activity 2,Strategic Planning Activity 2,Develop strategic planning skills for teen (13-18),Engage in strategic planning activities designed for teen (13-18) development,Teen (13-18),60-120 min,#StrategicPlanning;#Teen;#Cognitive Skills,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Strategic Planning;Cognitive Skills development;Problem solving;Creative thinking;Progress tracking,Cognitive,Advanced,Low
cognitive-skills-teen-13-18-strategic-planning-3,Cognitive Skills,Teen (13-18),Strategic Planning,Comprehensive strategic planning activities for teen (13-18),3,Strategic Planning Activity 3,Strategic Planning Activity 3,Develop strategic planning skills for teen (13-18),Engage in strategic planning activities designed for teen (13-18) development,Teen (13-18),45-90 min,#StrategicPlanning;#Teen;#Cognitive Skills,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Strategic Planning;Cognitive Skills development;Problem solving;Creative thinking;Progress tracking,Cognitive,Advanced,Low
cognitive-skills-teen-13-18-data-analysis-1,Cognitive Skills,Teen (13-18),Data Analysis,Comprehensive data analysis activities for teen (13-18),1,Data Analysis Activity 1,Data Analysis Activity 1,Develop data analysis skills for teen (13-18),Engage in data analysis activities designed for teen (13-18) development,Teen (13-18),60-120 min,#DataAnalysis;#Teen;#Cognitive Skills,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Data Analysis;Cognitive Skills development;Problem solving;Creative thinking;Progress tracking,Cognitive,Advanced,Low
cognitive-skills-teen-13-18-data-analysis-2,Cognitive Skills,Teen (13-18),Data Analysis,Comprehensive data analysis activities for teen (13-18),2,Data Analysis Activity 2,Data Analysis Activity 2,Develop data analysis skills for teen (13-18),Engage in data analysis activities designed for teen (13-18) development,Teen (13-18),45-90 min,#DataAnalysis;#Teen;#Cognitive Skills,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Data Analysis;Cognitive Skills development;Problem solving;Creative thinking;Progress tracking,Cognitive,Advanced,Low
cognitive-skills-teen-13-18-data-analysis-3,Cognitive Skills,Teen (13-18),Data Analysis,Comprehensive data analysis activities for teen (13-18),3,Data Analysis Activity 3,Data Analysis Activity 3,Develop data analysis skills for teen (13-18),Engage in data analysis activities designed for teen (13-18) development,Teen (13-18),60-120 min,#DataAnalysis;#Teen;#Cognitive Skills,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Data Analysis;Cognitive Skills development;Problem solving;Creative thinking;Progress tracking,Cognitive,Advanced,Low
cognitive-skills-teen-13-18-data-analysis-4,Cognitive Skills,Teen (13-18),Data Analysis,Comprehensive data analysis activities for teen (13-18),4,Data Analysis Activity 4,Data Analysis Activity 4,Develop data analysis skills for teen (13-18),Engage in data analysis activities designed for teen (13-18) development,Teen (13-18),60-120 min,#DataAnalysis;#Teen;#Cognitive Skills,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Data Analysis;Cognitive Skills development;Problem solving;Creative thinking;Progress tracking,Cognitive,Advanced,Low
cognitive-skills-teen-13-18-data-analysis-5,Cognitive Skills,Teen (13-18),Data Analysis,Comprehensive data analysis activities for teen (13-18),5,Data Analysis Activity 5,Data Analysis Activity 5,Develop data analysis skills for teen (13-18),Engage in data analysis activities designed for teen (13-18) development,Teen (13-18),60-120 min,#DataAnalysis;#Teen;#Cognitive Skills,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Data Analysis;Cognitive Skills development;Problem solving;Creative thinking;Progress tracking,Cognitive,Advanced,Low
cognitive-skills-teen-13-18-data-analysis-6,Cognitive Skills,Teen (13-18),Data Analysis,Comprehensive data analysis activities for teen (13-18),6,Data Analysis Activity 6,Data Analysis Activity 6,Develop data analysis skills for teen (13-18),Engage in data analysis activities designed for teen (13-18) development,Teen (13-18),60-120 min,#DataAnalysis;#Teen;#Cognitive Skills,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Data Analysis;Cognitive Skills development;Problem solving;Creative thinking;Progress tracking,Cognitive,Advanced,Low
cognitive-skills-teen-13-18-data-analysis-7,Cognitive Skills,Teen (13-18),Data Analysis,Comprehensive data analysis activities for teen (13-18),7,Data Analysis Activity 7,Data Analysis Activity 7,Develop data analysis skills for teen (13-18),Engage in data analysis activities designed for teen (13-18) development,Teen (13-18),45-90 min,#DataAnalysis;#Teen;#Cognitive Skills,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Data Analysis;Cognitive Skills development;Problem solving;Creative thinking;Progress tracking,Cognitive,Advanced,Low
cognitive-skills-teen-13-18-data-analysis-8,Cognitive Skills,Teen (13-18),Data Analysis,Comprehensive data analysis activities for teen (13-18),8,Data Analysis Activity 8,Data Analysis Activity 8,Develop data analysis skills for teen (13-18),Engage in data analysis activities designed for teen (13-18) development,Teen (13-18),60-120 min,#DataAnalysis;#Teen;#Cognitive Skills,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Data Analysis;Cognitive Skills development;Problem solving;Creative thinking;Progress tracking,Cognitive,Advanced,Low
cognitive-skills-teen-13-18-systems-thinking-1,Cognitive Skills,Teen (13-18),Systems Thinking,Comprehensive systems thinking activities for teen (13-18),1,Systems Thinking Activity 1,Systems Thinking Activity 1,Develop systems thinking skills for teen (13-18),Engage in systems thinking activities designed for teen (13-18) development,Teen (13-18),45-90 min,#SystemsThinking;#Teen;#Cognitive Skills,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Systems Thinking;Cognitive Skills development;Problem solving;Creative thinking;Progress tracking,Cognitive,Advanced,Low
cognitive-skills-teen-13-18-systems-thinking-2,Cognitive Skills,Teen (13-18),Systems Thinking,Comprehensive systems thinking activities for teen (13-18),2,Systems Thinking Activity 2,Systems Thinking Activity 2,Develop systems thinking skills for teen (13-18),Engage in systems thinking activities designed for teen (13-18) development,Teen (13-18),45-90 min,#SystemsThinking;#Teen;#Cognitive Skills,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Systems Thinking;Cognitive Skills development;Problem solving;Creative thinking;Progress tracking,Cognitive,Advanced,Low
cognitive-skills-teen-13-18-systems-thinking-3,Cognitive Skills,Teen (13-18),Systems Thinking,Comprehensive systems thinking activities for teen (13-18),3,Systems Thinking Activity 3,Systems Thinking Activity 3,Develop systems thinking skills for teen (13-18),Engage in systems thinking activities designed for teen (13-18) development,Teen (13-18),60-120 min,#SystemsThinking;#Teen;#Cognitive Skills,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Systems Thinking;Cognitive Skills development;Problem solving;Creative thinking;Progress tracking,Cognitive,Advanced,Low
cognitive-skills-teen-13-18-systems-thinking-4,Cognitive Skills,Teen (13-18),Systems Thinking,Comprehensive systems thinking activities for teen (13-18),4,Systems Thinking Activity 4,Systems Thinking Activity 4,Develop systems thinking skills for teen (13-18),Engage in systems thinking activities designed for teen (13-18) development,Teen (13-18),45-90 min,#SystemsThinking;#Teen;#Cognitive Skills,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Systems Thinking;Cognitive Skills development;Problem solving;Creative thinking;Progress tracking,Cognitive,Advanced,Low
cognitive-skills-teen-13-18-innovation-and-invention-1,Cognitive Skills,Teen (13-18),Innovation & Invention,Comprehensive innovation & invention activities for teen (13-18),1,Innovation & Invention Activity 1,Innovation & Invention Activity 1,Develop innovation & invention skills for teen (13-18),Engage in innovation & invention activities designed for teen (13-18) development,Teen (13-18),45-90 min,#Innovation&Invention;#Teen;#Cognitive Skills,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Innovation & Invention;Cognitive Skills development;Problem solving;Creative thinking;Progress tracking,Cognitive,Advanced,Low
cognitive-skills-teen-13-18-innovation-and-invention-2,Cognitive Skills,Teen (13-18),Innovation & Invention,Comprehensive innovation & invention activities for teen (13-18),2,Innovation & Invention Activity 2,Innovation & Invention Activity 2,Develop innovation & invention skills for teen (13-18),Engage in innovation & invention activities designed for teen (13-18) development,Teen (13-18),45-90 min,#Innovation&Invention;#Teen;#Cognitive Skills,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Innovation & Invention;Cognitive Skills development;Problem solving;Creative thinking;Progress tracking,Cognitive,Advanced,Low
cognitive-skills-teen-13-18-innovation-and-invention-3,Cognitive Skills,Teen (13-18),Innovation & Invention,Comprehensive innovation & invention activities for teen (13-18),3,Innovation & Invention Activity 3,Innovation & Invention Activity 3,Develop innovation & invention skills for teen (13-18),Engage in innovation & invention activities designed for teen (13-18) development,Teen (13-18),60-120 min,#Innovation&Invention;#Teen;#Cognitive Skills,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Innovation & Invention;Cognitive Skills development;Problem solving;Creative thinking;Progress tracking,Cognitive,Advanced,Low
cognitive-skills-teen-13-18-innovation-and-invention-4,Cognitive Skills,Teen (13-18),Innovation & Invention,Comprehensive innovation & invention activities for teen (13-18),4,Innovation & Invention Activity 4,Innovation & Invention Activity 4,Develop innovation & invention skills for teen (13-18),Engage in innovation & invention activities designed for teen (13-18) development,Teen (13-18),45-90 min,#Innovation&Invention;#Teen;#Cognitive Skills,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Innovation & Invention;Cognitive Skills development;Problem solving;Creative thinking;Progress tracking,Cognitive,Advanced,Low
cognitive-skills-teen-13-18-innovation-and-invention-5,Cognitive Skills,Teen (13-18),Innovation & Invention,Comprehensive innovation & invention activities for teen (13-18),5,Innovation & Invention Activity 5,Innovation & Invention Activity 5,Develop innovation & invention skills for teen (13-18),Engage in innovation & invention activities designed for teen (13-18) development,Teen (13-18),60-120 min,#Innovation&Invention;#Teen;#Cognitive Skills,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Innovation & Invention;Cognitive Skills development;Problem solving;Creative thinking;Progress tracking,Cognitive,Advanced,Low
cognitive-skills-teen-13-18-research-and-investigation-1,Cognitive Skills,Teen (13-18),Research & Investigation,Comprehensive research & investigation activities for teen (13-18),1,Research & Investigation Activity 1,Research & Investigation Activity 1,Develop research & investigation skills for teen (13-18),Engage in research & investigation activities designed for teen (13-18) development,Teen (13-18),45-90 min,#Research&Investigation;#Teen;#Cognitive Skills,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Research & Investigation;Cognitive Skills development;Problem solving;Creative thinking;Progress tracking,Cognitive,Advanced,Low
cognitive-skills-teen-13-18-research-and-investigation-2,Cognitive Skills,Teen (13-18),Research & Investigation,Comprehensive research & investigation activities for teen (13-18),2,Research & Investigation Activity 2,Research & Investigation Activity 2,Develop research & investigation skills for teen (13-18),Engage in research & investigation activities designed for teen (13-18) development,Teen (13-18),60-120 min,#Research&Investigation;#Teen;#Cognitive Skills,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Research & Investigation;Cognitive Skills development;Problem solving;Creative thinking;Progress tracking,Cognitive,Advanced,Low
