Activity ID,Pillar,Age Group,Difficulty Level,Activity Type,Category,Category Description,Topic Number,Topic,Activity Name,Objective,Explanation,Age,Estimated Time,Setup Time,Supervision Level,Materials,Kit Materials,Steps,General Instructions,Skills,Hashtags,Last Updated,Feedback,Updated By,Last Synced,Materials at Home,Materials to Buy for Kit
play-creativity-teen-13-18-creating-digital-art-6,Play & Creativity,Teen (13-18),Advanced,,Creating Digital Art,Blend storytelling and digital art tools,6,Digital Comic Strip,Digital Comic Strip,Blend storytelling and digital art tools,Use digital tools to design a short comic strip. Blend storytelling and digital art tools.,13-18 yrs,60-90 min,5-10 min,Low,"Digital art tools (Canva, IbisPaint, Procreate); Basic materials; Safe play area",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),"Create 3-6 panel story idea; Use Canva, IbisPaint, or Procreate; Add speech bubbles and effects",Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"Digital art tools, Storytelling, Visual narrative","#DigitalComics, #VisualNarrative",2025-09-27,,Tharun,2025-09-27 11:12:02,None needed,"Digital art tools (Canva, IbisPaint, Procreate)"
play-creativity-teen-13-18-creating-digital-art-7,Play & Creativity,Teen (13-18),Advanced,,Creating Digital Art,Blend storytelling and digital art tools,7,Self-Portrait Remix,Self-Portrait Remix,Promote self-reflection and identity through art,Create a digital self-portrait using creative filters and collage. Promote self-reflection and identity through art.,13-18 yrs,45-60 min,5-10 min,Low,Photo; Digital art tools,Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Take a photo; Overlay with abstract/representative images; Add words or symbols of identity,Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"Self-reflection, Identity expression, Digital collage","#SelfPortrait, #DigitalRemix",2025-09-27,,Tharun,2025-09-27 11:12:02,None needed,Photo; Digital art tools
play-creativity-teen-13-18-creating-digital-art-8,Play & Creativity,Teen (13-18),Advanced,,Creating Digital Art,Blend storytelling and digital art tools,8,Fantasy World Map,Fantasy World Map,Encourage world-building and geography design,Design a digital map of an imaginary world. Encourage world-building and geography design.,13-18 yrs,60-90 min,5-10 min,Low,Digital map or art tool; Basic materials; Safe play area,Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),"Name continents, landmarks, cities; Draw using digital map or art tool; Add legend and symbols",Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"World-building, Geography design, Creative mapping","#FantasyMap, #CreativeWorldBuilding",2025-09-27,,Tharun,2025-09-27 11:12:02,None needed,Digital map or art tool
play-creativity-teen-13-18-creating-digital-art-9,Play & Creativity,Teen (13-18),Advanced,,Creating Digital Art,Blend storytelling and digital art tools,9,Memes with Meaning,Memes with Meaning,"Blend humor, design, and critical thinking","Design meaningful, funny memes about school/life issues. Blend humor, design, and critical thinking.",13-18 yrs,30-45 min,5-10 min,Low,Meme templates; Digital tools,Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),"Choose a theme (e.g., exams, friendships); Use meme templates; Share and explain meaning",Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"Humor, Design, Critical thinking","#TeenMemes, #CreativeCritique",2025-09-27,,Tharun,2025-09-27 11:12:02,Meme templates,Digital tools
play-creativity-teen-13-18-creating-digital-art-10,Play & Creativity,Teen (13-18),Advanced,,Creating Digital Art,Blend storytelling and digital art tools,10,Social Change Poster,Social Change Poster,Empower civic voice through art,Create a poster on a social/environmental issue. Empower civic voice through art.,13-18 yrs,45-60 min,5-10 min,Low,Canva or similar tool; Basic materials; Safe play area,Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),"Choose cause (e.g., gender equality); Use Canva or similar; Add strong slogan and icons",Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"Civic voice, Social awareness, Poster design","#DigitalPoster, #TeenActivism",2025-09-27,,Tharun,2025-09-27 11:12:02,Canva or similar tool,None needed
play-creativity-teen-13-18-building-and-designing-gadgets-11,Play & Creativity,Teen (13-18),Advanced,,Building and Designing Gadgets,Learn sustainability and innovation,11,Recycled Gadget Challenge,Recycled Gadget Challenge,Learn sustainability and innovation,Build a useful gadget from scrap/recycled materials. Learn sustainability and innovation.,13-18 yrs,60-90 min,5-10 min,Low,E-waste; Cardboard; Basic tools,Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),"Gather e-waste, cardboard, etc.; Build something useful (e.g., phone stand, light); Present function",Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"Sustainability, Innovation, DIY skills","#DIYGadget, #Sustainability",2025-09-27,,Tharun,2025-09-27 11:12:02,Cardboard,E-waste; Basic tools
play-creativity-teen-13-18-building-and-designing-gadgets-12,Play & Creativity,Teen (13-18),Advanced,,Building and Designing Gadgets,Learn sustainability and innovation,12,Paper Circuit Cards,Paper Circuit Cards,Introduce basic electronics through art,Make greeting cards with LED lights using copper tape. Introduce basic electronics through art.,13-18 yrs,45-60 min,5-10 min,Low,LED; Coin battery; Copper tape,Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Draw card design; Add LED + coin battery using copper tape; Light it up with creativity,Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"Basic electronics, Art integration, Circuit design","#PaperCircuits, #TechArt",2025-09-27,,Tharun,2025-09-27 11:12:02,None needed,LED; Coin battery; Copper tape
play-creativity-teen-13-18-building-and-designing-gadgets-13,Play & Creativity,Teen (13-18),Advanced,,Building and Designing Gadgets,Learn sustainability and innovation,13,Rubber Band-Powered Machine,Rubber Band-Powered Machine,Explore physics and motion via DIY mechanics,Build a simple machine powered by tension. Explore physics and motion via DIY mechanics.,13-18 yrs,60-75 min,5-10 min,Low,Wheels; Rubber bands; Sticks,Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),"Use wheels, rubber bands, sticks; Assemble and test motion; Compete for distance",Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"Physics understanding, Motion mechanics, DIY construction","#DIYPhysics, #CreativeMechanics",2025-09-27,,Tharun,2025-09-27 11:12:02,None needed,Wheels; Rubber bands; Sticks
play-creativity-teen-13-18-building-and-designing-gadgets-14,Play & Creativity,Teen (13-18),Advanced,,Building and Designing Gadgets,Learn sustainability and innovation,14,Smartphone Tripod Hack,Smartphone Tripod Hack,Promote media creativity with low-tech tools,Create a smartphone tripod using household items. Promote media creativity with low-tech tools.,13-18 yrs,30-45 min,5-10 min,Low,Clips; Paper rolls; Cardboard,Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),"Use clips, paper rolls, cardboard; Secure phone safely; Use for filming or Zoom",Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"Media creativity, Low-tech solutions, Phone accessories","#PhoneHack, #MediaCreation",2025-09-27,,Tharun,2025-09-27 11:12:02,Paper rolls; Cardboard,Clips
play-creativity-teen-13-18-building-and-designing-gadgets-15,Play & Creativity,Teen (13-18),Advanced,,Building and Designing Gadgets,Learn sustainability and innovation,15,Chain Reaction Machine,Chain Reaction Machine,Learn engineering through fun,Design a Rube Goldberg machine. Learn engineering through fun.,13-18 yrs,60-90 min,5-10 min,Low,Dominos; Balls; Ramps,Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),"Use dominos, balls, ramps; Plan multi-step action; Record video of it working",Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"Engineering, Chain reactions, Video recording","#ChainReaction, #FunEngineering",2025-09-27,,Tharun,2025-09-27 11:12:02,None needed,Dominos; Balls; Ramps
play-creativity-teen-13-18-independent-fashion-design-16,Play & Creativity,Teen (13-18),Advanced,,Independent Fashion Design,Learn sustainable design and textile creativity,16,T-Shirt Upcycle Project,T-Shirt Upcycle Project,Learn sustainable design and textile creativity,Redesign old T-shirts into something new. Learn sustainable design and textile creativity.,13-18 yrs,45-60 min,5-10 min,Low,Old T-shirt; Scissors; Fabric paint,Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),"Pick old T-shirt; Cut, stitch, paint, or knot into new item; Wear or share online",Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"Sustainable design, Textile creativity, Upcycling","#UpcycleFashion, #CreativeTeens",2025-09-27,,Tharun,2025-09-27 11:12:02,None needed,Old T-shirt; Scissors; Fabric paint
play-creativity-teen-13-18-independent-fashion-design-17,Play & Creativity,Teen (13-18),Advanced,,Independent Fashion Design,Learn sustainable design and textile creativity,17,Mood Board for a Collection,Mood Board for a Collection,Practice theme-based fashion ideation,Create a digital or physical collage representing a clothing line. Practice theme-based fashion ideation.,13-18 yrs,30-45 min,5-10 min,Low,Magazines; Digital tools; Glue,Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),"Choose theme (e.g., streetwear, nature); Add textures, colors, inspirations; Present vision",Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"Theme-based ideation, Fashion design, Visual presentation","#FashionMoodBoard, #TeenDesign",2025-09-27,,Tharun,2025-09-27 11:12:02,None needed,Magazines; Digital tools; Glue
play-creativity-teen-13-18-independent-fashion-design-18,Play & Creativity,Teen (13-18),Advanced,,Independent Fashion Design,Learn sustainable design and textile creativity,18,Fabric Painting Lab,Fabric Painting Lab,Promote wearable art and DIY,Paint or stencil designs on cloth or clothes. Promote wearable art and DIY.,13-18 yrs,45-60 min,5-10 min,Low,Fabric or T-shirt; Fabric paint; Stencils,Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Choose fabric or T-shirt; Sketch design; Use fabric paint or pens to apply,Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"Wearable art, DIY skills, Textile design","#WearableArt, #TextileDesign",2025-09-27,,Tharun,2025-09-27 11:12:02,Fabric or T-shirt,Fabric paint; Stencils
play-creativity-teen-13-18-independent-fashion-design-19,Play & Creativity,Teen (13-18),Advanced,,Independent Fashion Design,Learn sustainable design and textile creativity,19,Cultural Fusion Outfit Sketch,Cultural Fusion Outfit Sketch,Build cultural awareness and design skills,Design an outfit combining styles from two cultures. Build cultural awareness and design skills.,13-18 yrs,45-60 min,5-10 min,Low,Sketch materials; Basic materials; Safe play area,Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),"Choose 2 cultures (e.g., Indian + Japanese); Sketch fusion outfit; Explain elements",Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"Cultural awareness, Design skills, Global understanding","#CulturalFashion, #GlobalTeens",2025-09-27,,Tharun,2025-09-27 11:12:02,Sketch materials,None needed
play-creativity-teen-13-18-independent-fashion-design-20,Play & Creativity,Teen (13-18),Advanced,,Independent Fashion Design,Learn sustainable design and textile creativity,20,DIY Fashion Photoshoot,DIY Fashion Photoshoot,"Explore styling, modeling, and visual storytelling","Plan and execute a themed fashion shoot. Explore styling, modeling, and visual storytelling.",13-18 yrs,60-90 min,5-10 min,Low,Camera/phone; Outfits; Props,Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Choose outfit theme; Set background and pose ideas; Capture photos and edit,Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"Styling, Modeling, Visual storytelling","#FashionPhotoshoot, #TeenCreativity",2025-09-27,,Tharun,2025-09-27 11:12:02,None needed,Camera/phone; Outfits; Props
cognitive-skills-infant-0-1-visual-tracking-and-focus-1,Cognitive Skills,Infant (0-1),Beginner,Cognitive,Visual Tracking & Focus,Develop visual attention and tracking abilities through hands-on activities,1,High Contrast Card Play,High Contrast Card Play,Stimulate visual development and focus through engaging card activities,Use high contrast cards to capture baby's attention and develop visual tracking skills through interactive. Stimulate visual development and focus through engaging card activities.,0-6 months,5-10 min,5-10 min,High,High contrast black and white cards (supplied by us); Soft Soft play mat; Cushions (available at home); Baby-safe mirror (supplied by us); Cognitive development kit (supplied by us); Learning progress tracker (supplied by us); Skill assessment tools (supplied by us),Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),"Place baby on soft play mat in comfortable position; Hold high contrast cards 8-12 inches from baby's face; Slowly move cards left to right, watching for eye tracking; Use baby-safe mirror to show baby their own reflection; Talk to baby about what they're seeing: 'Look at the black and white patterns!'; Use our cognitive development kit",Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"Visual tracking, Focus development, Eye coordination, Attention span, Learning assessment","#VisualDevelopment, #FocusTraining, #InfantActivities",2025-09-27,,Tharun,2025-09-27 11:12:02,Soft play mat (available at home); Baby-safe mirror (supplied by us),High contrast black and white cards (supplied by us); Cognitive development kit (supplied by us); Learning progress tracker (supplied by us); Skill assessment tools (supplied by us)
cognitive-skills-infant-0-1-visual-tracking-and-focus-2,Cognitive Skills,Infant (0-1),Beginner,Cognitive,Visual Tracking & Focus,Develop visual attention and tracking abilities through hands-on activities,2,Floating Balloon Discovery,Floating Balloon Discovery,Encourage visual tracking and head movement through balloon play,"Use helium balloons to encourage baby to track movement and develop neck strength through safe,. Encourage visual tracking and head movement through balloon play.",2-8 months,10-15 min,5-10 min,High,Helium balloon with string (supplied by us); Soft floor mat (available at home); Colorful ribbons (supplied by us); Cognitive development kit (supplied by us); Learning progress tracker (supplied by us); Skill assessment tools (supplied by us),Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Tie balloon to baby's wrist or place nearby at safe distance; Let baby watch balloon move naturally in the air; Gently guide baby's hand to touch the balloon string; Add colorful ribbons to make it more engaging; Supervise closely and remove if baby shows signs of distress; Use our cognitive development kit,Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"Visual tracking, Head movement, Cause and effect, Neck strength, Learning assessment","#VisualTracking, #NeckStrength, #BalloonPlay",2025-09-27,,Tharun,2025-09-27 11:12:02,Soft floor mat (available at home),Helium balloon with string (supplied by us); Colorful ribbons (supplied by us); Cognitive development kit (supplied by us); Learning progress tracker (supplied by us); Skill assessment tools (supplied by us)
cognitive-skills-infant-0-1-visual-tracking-and-focus-3,Cognitive Skills,Infant (0-1),Beginner,Cognitive,Visual Tracking & Focus,Develop visual attention and tracking abilities through hands-on activities,3,Peek-a-Boo Object Game,Peek-a-Boo Object Game,Develop object permanence and attention through interactive hide-and-seek,Hide and reveal favorite objects to help baby understand that things exist even when not. Develop object permanence and attention through interactive hide-and-seek.,4-12 months,5-10 min,5-10 min,High,Baby's favorite soft toy (available at home); Colorful scarves or cloths (supplied by us); Small soft balls (supplied by us); Cognitive development kit (supplied by us); Learning progress tracker (supplied by us); Skill assessment tools (supplied by us),Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Show baby their favorite toy and let them touch it; Cover the toy with a colorful scarf while baby watches; Ask 'Where did the toy go?' with excitement; Reveal the toy with a big smile and say 'Peek-a-boo!'; Repeat with different objects and let baby try to find them; Use our cognitive development kit,Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"Object permanence, Attention span, Memory development, Social interaction, Learning assessment","#ObjectPermanence, #AttentionTraining, #HideAndSeek",2025-09-27,,Tharun,2025-09-27 11:12:02,Colorful scarves or cloths (supplied by us),Baby's favorite soft toy (available at home); Small soft balls (supplied by us); Cognitive development kit (supplied by us); Learning progress tracker (supplied by us); Skill assessment tools (supplied by us)
cognitive-skills-infant-0-1-visual-tracking-and-focus-4,Cognitive Skills,Infant (0-1),Beginner,Cognitive,Visual Tracking & Focus,Develop visual attention and tracking abilities through hands-on activities,4,Colorful Mobile Watching,Colorful Mobile Watching,Stimulate visual processing and focus through mobile observation,"Use colorful mobiles to encourage sustained visual attention and tracking, building focus and visual processing. Stimulate visual processing and focus through mobile observation.",1-8 months,10-15 min,5-10 min,High,Colorful baby mobile (supplied by us); Crib or play area (available at home); Soft music box (supplied by us); Cognitive development kit (supplied by us); Learning progress tracker (supplied by us); Skill assessment tools (supplied by us),Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Hang mobile above baby's line of sight in crib or play area; Wind up mobile and let baby watch it move; Talk about colors and movement: 'Look at the red bird flying!'; Play soft music while mobile moves; Change mobile position occasionally to maintain interest; Use our cognitive development kit,Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"Visual processing, Color recognition, Sustained attention, Auditory processing, Learning assessment","#VisualProcessing, #SustainedAttention, #MobilePlay",2025-09-27,,Tharun,2025-09-27 11:12:02,Crib or play area (available at home); Soft music box (supplied by us),Colorful baby mobile (supplied by us); Cognitive development kit (supplied by us); Learning progress tracker (supplied by us); Skill assessment tools (supplied by us)
cognitive-skills-infant-0-1-visual-tracking-and-focus-5,Cognitive Skills,Infant (0-1),Beginner,Cognitive,Visual Tracking & Focus,Develop visual attention and tracking abilities through hands-on activities,5,Light and Shadow Exploration,Light and Shadow Exploration,Develop visual discrimination and curiosity through light play,Use flashlight to create shadows and light patterns for visual stimulation and curiosity development. Develop visual discrimination and curiosity through light play.,3-12 months,10 min,5-10 min,High,Child-safe flashlight (supplied by us); Colorful transparent objects (supplied by us); White wall or surface (available at home); Cognitive development kit (supplied by us); Learning progress tracker (supplied by us); Skill assessment tools (supplied by us),Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Turn off lights and use flashlight in dim room; Create moving light patterns on wall or ceiling; Let baby track the light with their eyes; Use colorful transparent objects to create colored shadows; Always supervise and never shine light directly in baby's eyes; Use our cognitive development kit,Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"Visual discrimination, Curiosity, Light awareness, Tracking skills, Learning assessment","#VisualDiscrimination, #LightPlay, #ShadowFun",2025-09-27,,Tharun,2025-09-27 11:12:02,None needed,Child-safe flashlight (supplied by us); Colorful transparent objects (supplied by us); White wall or surface (available at home); Cognitive development kit (supplied by us); Learning progress tracker (supplied by us); Skill assessment tools (supplied by us)
cognitive-skills-infant-0-1-cause-and-effect-learning-1,Cognitive Skills,Infant (0-1),Beginner,Cognitive,Cause and Effect Learning,Understand that actions have consequences through hands-on experiments,1,Rattle Shake Response,Rattle Shake Response,Learn that shaking creates sound through interactive play,"Help baby understand that their actions (shaking) create sounds and effects, building cause-and-effect understanding. Learn that shaking creates sound through interactive play.",2-8 months,5-10 min,5-10 min,High,Baby-safe rattle (supplied by us); Soft Soft play mat; Cushions (available at home); Different textured rattles (supplied by us); Cognitive development kit (supplied by us); Learning progress tracker (supplied by us); Skill assessment tools (supplied by us),Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Give baby a rattle and let them explore it; Demonstrate shaking to make sound; Encourage baby to shake and listen to the sound; Try different rattles with different sounds; Celebrate when baby makes sounds: 'Great shaking!'; Use our cognitive development kit,Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"Cause and effect, Sound recognition, Motor control, Hand-eye coordination, Learning assessment","#CauseAndEffect, #SoundResponse, #RattlePlay",2025-09-27,,Tharun,2025-09-27 11:12:02,Soft play mat (available at home),Baby-safe rattle (supplied by us); Different textured rattles (supplied by us); Cognitive development kit (supplied by us); Learning progress tracker (supplied by us); Skill assessment tools (supplied by us)
cognitive-skills-infant-0-1-cause-and-effect-learning-2,Cognitive Skills,Infant (0-1),Beginner,Cognitive,Cause and Effect Learning,Understand that actions have consequences through hands-on experiments,2,Button Press Discovery,Button Press Discovery,Understand that pressing creates results through interactive toys,"Use toys with buttons that make sounds or light up when pressed, teaching cause-and-effect relationships. Understand that pressing creates results through interactive toys.",4-12 months,10-15 min,5-10 min,High,Interactive button toys (supplied by us); Soft play area (available at home); Musical instruments (supplied by us); Cognitive development kit (supplied by us); Learning progress tracker (supplied by us); Skill assessment tools (supplied by us),Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),"Show baby how to press buttons on interactive toys; Let them press and see the result (sound, light, movement); Celebrate their success with clapping and praise; Try different buttons with different effects; Help baby understand the connection between pressing and results; Use our cognitive development kit",Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"Button pressing, Action understanding, Success recognition, Fine motor skills, Learning assessment","#ButtonPressing, #ActionResponse, #ToyInteraction",2025-09-27,,Tharun,2025-09-27 11:12:02,Soft play area (available at home),Interactive button toys (supplied by us); Musical instruments (supplied by us); Cognitive development kit (supplied by us); Learning progress tracker (supplied by us); Skill assessment tools (supplied by us)
cognitive-skills-infant-0-1-cause-and-effect-learning-3,Cognitive Skills,Infant (0-1),Beginner,Cognitive,Cause and Effect Learning,Understand that actions have consequences through hands-on experiments,3,Drop and Retrieve Game,Drop and Retrieve Game,Learn about gravity and object behavior through hands-on exploration,"Drop soft objects and watch them fall, then help baby retrieve them, teaching about gravity. Learn about gravity and object behavior through hands-on exploration.",6-12 months,10 min,5-10 min,High,Soft balls of different sizes (supplied by us); Soft toys (available at home); Soft Soft play mat; Cushions (available at home); Cognitive development kit (supplied by us); Learning progress tracker (supplied by us); Skill assessment tools (supplied by us),Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Drop soft objects from different heights while baby watches; Let baby watch them fall and land; Help baby retrieve and drop objects again; Talk about what's happening: 'The ball falls down!'; Let baby try dropping objects themselves; Use our cognitive development kit,Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"Gravity understanding, Object behavior, Retrieval skills, Hand-eye coordination, Learning assessment","#GravityLearning, #ObjectBehavior, #DropAndRetrieve",2025-09-27,,Tharun,2025-09-27 11:12:02,Soft play mat (available at home),Soft balls of different sizes (supplied by us); Soft toys (available at home); Cognitive development kit (supplied by us); Learning progress tracker (supplied by us); Skill assessment tools (supplied by us)
cognitive-skills-infant-0-1-cause-and-effect-learning-4,Cognitive Skills,Infant (0-1),Beginner,Cognitive,Cause and Effect Learning,Understand that actions have consequences through hands-on experiments,4,Water Splash Discovery,Water Splash Discovery,Explore cause and effect with water through supervised play,"Let baby splash in water and discover the effects of their actions, building cause-and-effect understanding. Explore cause and effect with water through supervised play.",6-12 months,10-15 min,5-10 min,High,Shallow water container (supplied by us); Soft towels (available at home); Water-safe toys (supplied by us); Cognitive development kit (supplied by us); Learning progress tracker (supplied by us); Skill assessment tools (supplied by us),Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Let baby sit in shallow water in safe container; Encourage splashing with hands and feet; Talk about the water movement and splashes; Add water-safe toys for more interaction; Always supervise closely and dry baby thoroughly after; Use our cognitive development kit,Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"Water exploration, Splash effects, Motor coordination, Sensory development, Learning assessment","#WaterPlay, #SplashDiscovery, #ActionEffects",2025-09-27,,Tharun,2025-09-27 11:12:02,Shallow water container (supplied by us); Soft towels (available at home),Water-safe toys (supplied by us); Cognitive development kit (supplied by us); Learning progress tracker (supplied by us); Skill assessment tools (supplied by us)
cognitive-skills-infant-0-1-cause-and-effect-learning-5,Cognitive Skills,Infant (0-1),Beginner,Cognitive,Cause and Effect Learning,Understand that actions have consequences through hands-on experiments,5,Musical Instrument Response,Musical Instrument Response,Connect actions with musical sounds through instrument play,"Use simple musical instruments to show that hitting or shaking creates music, building cause-and-effect understanding. Connect actions with musical sounds through instrument play.",4-12 months,10 min,5-10 min,High,Baby-safe musical instruments (supplied by us); Soft Soft play mat; Cushions (available at home); Simple rhythm instruments (supplied by us); Cognitive development kit (supplied by us); Learning progress tracker (supplied by us); Skill assessment tools (supplied by us),Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Show baby how to play different instruments; Let them try to make sounds with their hands; Respond to their musical attempts with enthusiasm; Try different instruments with different sounds; Create simple rhythms together; Use our cognitive development kit,Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"Musical response, Sound creation, Instrument interaction, Rhythm awareness, Learning assessment","#MusicalResponse, #SoundCreation, #InstrumentPlay",2025-09-27,,Tharun,2025-09-27 11:12:02,Soft play mat (available at home),Baby-safe musical instruments (supplied by us); Simple rhythm instruments (supplied by us); Cognitive development kit (supplied by us); Learning progress tracker (supplied by us); Skill assessment tools (supplied by us)
cognitive-skills-infant-0-1-memory-development-1,Cognitive Skills,Infant (0-1),Beginner,,Memory Development,Build early memory and recognition skills through engaging activities,1,Familiar Face Recognition Game,Familiar Face Recognition Game,Develop recognition of familiar people through photo play,Help baby recognize and respond to familiar faces through repeated exposure and interactive photo games. Develop recognition of familiar people through photo play.,2-12 months,5-10 min,5-10 min,High,Family photos in safe frames (available at home); Baby-safe mirror (supplied by us); Photo album (supplied by us); Cognitive development kit (supplied by us); Learning progress tracker (supplied by us); Skill assessment tools (supplied by us),Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Show baby photos of family members one by one; Point and name each person: 'This is Grandma!'; Use mirror to show baby their own face; Repeat names and faces regularly; Celebrate when baby recognizes familiar faces; Use our cognitive development kit,Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"Face recognition, Familiarity, Memory development, Social connection, Learning assessment","#FaceRecognition, #FamiliarPeople, #MemoryBuilding",2025-09-27,,Tharun,2025-09-27 11:12:02,Baby-safe mirror (supplied by us),Family photos in safe frames (available at home); Photo album (supplied by us); Cognitive development kit (supplied by us); Learning progress tracker (supplied by us); Skill assessment tools (supplied by us)
cognitive-skills-infant-0-1-memory-development-2,Cognitive Skills,Infant (0-1),Beginner,,Memory Development,Build early memory and recognition skills through engaging activities,2,Routine Memory Building,Routine Memory Building,Remember daily routines and sequences through consistent practice,"Establish consistent routines to help baby remember and anticipate what comes next, building memory and. Remember daily routines and sequences through consistent practice.",3-12 months,Throughout day,5-10 min,High,Daily routine items (available at home); Consistent schedule (available at home); Routine cards (supplied by us); Cognitive development kit (supplied by us); Learning progress tracker (supplied by us); Skill assessment tools (supplied by us),Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),"Follow consistent daily routines (feeding, sleeping, playing); Use the same words and actions each time; Let baby anticipate next steps in routine; Use routine cards to show what comes next; Celebrate when baby shows anticipation; Use our cognitive development kit",Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,"Routine memory, Sequence learning, Anticipation, Predictability, Learning assessment","#RoutineMemory, #SequenceLearning, #DailyRoutines",2025-09-27,,Tharun,2025-09-27 11:12:02,None needed,Daily routine items (available at home); Consistent schedule (available at home); Routine cards (supplied by us); Cognitive development kit (supplied by us); Learning progress tracker (supplied by us); Skill assessment tools (supplied by us)
