Activity ID,Pillar,Age Group,Difficulty Level,Activity Type,Category,Category Description,Topic Number,Topic,Activity Name,Objective,Explanation,Age,Estimated Time,Setup Time,Supervision Level,Materials,Additional Information,Steps,Skills,Hashtags,Kit Materials,General Instructions,Last Updated,Feedback,Updated By,Last Synced,Materials at Home,Materials to Buy for Kit
play-creativity-pre-teen-9-12-music-composition-and-recording-15,Play & Creativity,Pre-Teen (9-12),Advanced,,Music Composition & Recording,Encourage musical creativity and identity,15,Rhyming Rap Story,Rhyming Rap Story,Boost language and rhythm,Write a short story that rhymes and perform it as a rap. Boost language and rhythm.,9-12 yrs,30-45 min,5-10 min,Low,Paper; Pencil,,Explain the activity and its goals; Let them help plan and organize; Guide them through the steps; Encourage independent thinking and problem-solving; Discuss what they learned or discovered; Help them reflect on the experience,"Language skills, Rhythm, Performance","#RapSkills, #CreativeRhymes",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,Paper,Pencil
play-creativity-pre-teen-9-12-sculpting-and-3d-modeling-16,Play & Creativity,Pre-Teen (9-12),Advanced,,Sculpting & 3D Modeling,Promote sustainability and spatial thinking,16,Recycled Sculpture Build,Recycled Sculpture Build,Promote sustainability and spatial thinking,Use recycled materials to make 3D sculptures. Promote sustainability and spatial thinking.,9-12 yrs,45-60 min,5-10 min,Low,Bottle caps; Boxes; Straws; Glue,,Explain the activity and its goals; Let them help plan and organize; Guide them through the steps; Encourage independent thinking and problem-solving; Discuss what they learned or discovered; Help them reflect on the experience,"Sustainability, Spatial thinking, 3D construction","#RecycledArt, #SculptureTime",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,Bottle caps; Boxes,Straws; Glue
play-creativity-pre-teen-9-12-sculpting-and-3d-modeling-17,Play & Creativity,Pre-Teen (9-12),Advanced,,Sculpting & 3D Modeling,Promote sustainability and spatial thinking,17,Clay Emotion Masks,Clay Emotion Masks,Explore emotion expression through sculpture,Sculpt masks with different emotions from clay. Explore emotion expression through sculpture.,9-12 yrs,45-60 min,5-10 min,Low,Clay; Paint,,Explain the activity and its goals; Let them help plan and organize; Guide them through the steps; Encourage independent thinking and problem-solving; Discuss what they learned or discovered; Help them reflect on the experience,"Emotion expression, Sculpture techniques, Emotional awareness","#EmotionalArt, #ClayMask",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,None needed,Clay; Paint
play-creativity-pre-teen-9-12-sculpting-and-3d-modeling-18,Play & Creativity,Pre-Teen (9-12),Advanced,,Sculpting & 3D Modeling,Promote sustainability and spatial thinking,18,3D Food Art,3D Food Art,Combine sculpture and fun design,Create pretend food items using air-dry clay. Combine sculpture and fun design.,9-12 yrs,30-45 min,5-10 min,Low,Air-dry clay,Basic materials; Safe play area,Explain the activity and its goals; Let them help plan and organize; Guide them through the steps; Encourage independent thinking and problem-solving; Discuss what they learned or discovered; Help them reflect on the experience,"Sculpture techniques, Fun design, Miniature art","#FoodSculpting, #MiniatureArt",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,None needed,Air-dry clay
play-creativity-pre-teen-9-12-sculpting-and-3d-modeling-19,Play & Creativity,Pre-Teen (9-12),Advanced,,Sculpting & 3D Modeling,Promote sustainability and spatial thinking,19,Architecture from Imagination,Architecture from Imagination,Foster structural creativity,Build imaginary buildings or cities using modeling clay or LEGO. Foster structural creativity.,9-12 yrs,45-60 min,5-10 min,Low,Modeling clay or LEGO,Basic materials; Safe play area,Explain the activity and its goals; Let them help plan and organize; Guide them through the steps; Encourage independent thinking and problem-solving; Discuss what they learned or discovered; Help them reflect on the experience,"Structural creativity, Imagination, Architecture basics","#CreativeArchitecture, #FutureCity",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,None needed,Modeling clay or LEGO
play-creativity-pre-teen-9-12-sculpting-and-3d-modeling-20,Play & Creativity,Pre-Teen (9-12),Advanced,,Sculpting & 3D Modeling,Promote sustainability and spatial thinking,20,Miniature Stage Set,Miniature Stage Set,Merge theater and 3D art skills,"Build a tiny stage set from cardboard, cloth, and mini props. Merge theater and 3D art skills.",9-12 yrs,45-60 min,5-10 min,Low,Cardboard; Cloth; Mini props,,Explain the activity and its goals; Let them help plan and organize; Guide them through the steps; Encourage independent thinking and problem-solving; Discuss what they learned or discovered; Help them reflect on the experience,"Theater design, 3D art skills, Set construction","#StageDesign, #MiniTheaterArt",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,Cardboard; Cloth,Mini props
play-creativity-teen-13-18-artistic-performance-and-design-1,Play & Creativity,Teen (13-18),Advanced,,Artistic Performance & Design,Express social issues through creative expression,1,Street Theatre Performance,Street Theatre Performance,Express social issues through creative expression,"Teens create, rehearse, and perform a short street play on a social topic. Express social issues through creative expression.",13-18 yrs,90-120 min,5-10 min,Low,Script materials; Props,,Explain the activity and its goals; Let them help plan and organize; Guide them through the steps; Encourage independent thinking and problem-solving; Discuss what they learned or discovered; Help them reflect on the experience,"Social awareness, Performance skills, Community engagement","#StreetTheatre, #SocialDrama",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,Script materials,Props
play-creativity-teen-13-18-artistic-performance-and-design-2,Play & Creativity,Teen (13-18),Advanced,,Artistic Performance & Design,Express social issues through creative expression,2,Costume Design Studio,Costume Design Studio,Learn design thinking through costume creation,Design and create a costume for a fictional character or scene. Learn design thinking through costume creation.,13-18 yrs,60-90 min,5-10 min,Low,Fabric; Sewing materials; Design tools,,Explain the activity and its goals; Let them help plan and organize; Guide them through the steps; Encourage independent thinking and problem-solving; Discuss what they learned or discovered; Help them reflect on the experience,"Design thinking, Costume creation, Creative sewing","#CostumeDesign, #CreativeSewing",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,Fabric; Sewing materials,Design tools
play-creativity-teen-13-18-artistic-performance-and-design-3,Play & Creativity,Teen (13-18),Advanced,,Artistic Performance & Design,Express social issues through creative expression,3,Spoken Word Slam,Spoken Word Slam,Build confidence and language expression,Write and perform original spoken word poetry. Build confidence and language expression.,13-18 yrs,60-90 min,5-10 min,Low,Paper; Pencil,,Explain the activity and its goals; Let them help plan and organize; Guide them through the steps; Encourage independent thinking and problem-solving; Discuss what they learned or discovered; Help them reflect on the experience,"Confidence building, Language expression, Performance skills","#SpokenWord, #TeenVoice",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,Paper,Pencil
play-creativity-teen-13-18-artistic-performance-and-design-4,Play & Creativity,Teen (13-18),Advanced,,Artistic Performance & Design,Express social issues through creative expression,4,Stage Lighting Design,Stage Lighting Design,Learn tech-art crossover via theater lighting,Explore lighting design to set stage mood and themes. Learn tech-art crossover via theater lighting.,14-18 yrs,60 min,5-10 min,Low,Lighting equipment; Stage setup,,Explain the activity and its goals; Let them help plan and organize; Guide them through the steps; Encourage independent thinking and problem-solving; Discuss what they learned or discovered; Help them reflect on the experience,"Tech-art integration, Lighting design, Stagecraft","#LightingDesign, #Stagecraft",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,None needed,Lighting equipment; Stage setup
play-creativity-teen-13-18-artistic-performance-and-design-5,Play & Creativity,Teen (13-18),Advanced,,Artistic Performance & Design,Express social issues through creative expression,5,Set Design Blueprint,Set Design Blueprint,Practice spatial imagination and story visualization,Design a blueprint for a theater or film set. Practice spatial imagination and story visualization.,13-18 yrs,60 min,5-10 min,Low,Blueprint paper; Drawing tools,,Explain the activity and its goals; Let them help plan and organize; Guide them through the steps; Encourage independent thinking and problem-solving; Discuss what they learned or discovered; Help them reflect on the experience,"Spatial imagination, Story visualization, Technical drawing","#SetDesign, #VisualPlanning",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,Blueprint paper,Drawing tools
play-creativity-teen-13-18-creating-digital-art-6,Play & Creativity,Teen (13-18),Advanced,,Creating Digital Art,Blend storytelling and digital art tools,6,Digital Comic Strip,Digital Comic Strip,Blend storytelling and digital art tools,Use digital tools to design a short comic strip. Blend storytelling and digital art tools.,13-18 yrs,60-90 min,5-10 min,Low,"Digital art tools (Canva, IbisPaint, Procreate)",Basic materials; Safe play area,Explain the activity and its goals; Let them help plan and organize; Guide them through the steps; Encourage independent thinking and problem-solving; Discuss what they learned or discovered; Help them reflect on the experience,"Digital art tools, Storytelling, Visual narrative","#DigitalComics, #VisualNarrative",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,None needed,"Digital art tools (Canva, IbisPaint, Procreate)"
play-creativity-teen-13-18-creating-digital-art-7,Play & Creativity,Teen (13-18),Advanced,,Creating Digital Art,Blend storytelling and digital art tools,7,Self-Portrait Remix,Self-Portrait Remix,Promote self-reflection and identity through art,Create a digital self-portrait using creative filters and collage. Promote self-reflection and identity through art.,13-18 yrs,45-60 min,5-10 min,Low,Photo; Digital art tools,,Explain the activity and its goals; Let them help plan and organize; Guide them through the steps; Encourage independent thinking and problem-solving; Discuss what they learned or discovered; Help them reflect on the experience,"Self-reflection, Identity expression, Digital collage","#SelfPortrait, #DigitalRemix",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,None needed,Photo; Digital art tools
play-creativity-teen-13-18-creating-digital-art-8,Play & Creativity,Teen (13-18),Advanced,,Creating Digital Art,Blend storytelling and digital art tools,8,Fantasy World Map,Fantasy World Map,Encourage world-building and geography design,Design a digital map of an imaginary world. Encourage world-building and geography design.,13-18 yrs,60-90 min,5-10 min,Low,Digital map or art tool,Basic materials; Safe play area,Explain the activity and its goals; Let them help plan and organize; Guide them through the steps; Encourage independent thinking and problem-solving; Discuss what they learned or discovered; Help them reflect on the experience,"World-building, Geography design, Creative mapping","#FantasyMap, #CreativeWorldBuilding",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,None needed,Digital map or art tool
play-creativity-teen-13-18-creating-digital-art-9,Play & Creativity,Teen (13-18),Advanced,,Creating Digital Art,Blend storytelling and digital art tools,9,Memes with Meaning,Memes with Meaning,"Blend humor, design, and critical thinking","Design meaningful, funny memes about school/life issues. Blend humor, design, and critical thinking.",13-18 yrs,30-45 min,5-10 min,Low,Meme templates; Digital tools,,Explain the activity and its goals; Let them help plan and organize; Guide them through the steps; Encourage independent thinking and problem-solving; Discuss what they learned or discovered; Help them reflect on the experience,"Humor, Design, Critical thinking","#TeenMemes, #CreativeCritique",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,Meme templates,Digital tools
play-creativity-teen-13-18-creating-digital-art-10,Play & Creativity,Teen (13-18),Advanced,,Creating Digital Art,Blend storytelling and digital art tools,10,Social Change Poster,Social Change Poster,Empower civic voice through art,Create a poster on a social/environmental issue. Empower civic voice through art.,13-18 yrs,45-60 min,5-10 min,Low,Canva or similar tool,Basic materials; Safe play area,Explain the activity and its goals; Let them help plan and organize; Guide them through the steps; Encourage independent thinking and problem-solving; Discuss what they learned or discovered; Help them reflect on the experience,"Civic voice, Social awareness, Poster design","#DigitalPoster, #TeenActivism",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,Canva or similar tool,None needed
play-creativity-teen-13-18-building-and-designing-gadgets-11,Play & Creativity,Teen (13-18),Advanced,,Building and Designing Gadgets,Learn sustainability and innovation,11,Recycled Gadget Challenge,Recycled Gadget Challenge,Learn sustainability and innovation,Build a useful gadget from scrap/recycled materials. Learn sustainability and innovation.,13-18 yrs,60-90 min,5-10 min,Low,E-waste; Cardboard; Basic tools,,Explain the activity and its goals; Let them help plan and organize; Guide them through the steps; Encourage independent thinking and problem-solving; Discuss what they learned or discovered; Help them reflect on the experience,"Sustainability, Innovation, DIY skills","#DIYGadget, #Sustainability",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,Cardboard,E-waste; Basic tools
play-creativity-teen-13-18-building-and-designing-gadgets-12,Play & Creativity,Teen (13-18),Advanced,,Building and Designing Gadgets,Learn sustainability and innovation,12,Paper Circuit Cards,Paper Circuit Cards,Introduce basic electronics through art,Make greeting cards with LED lights using copper tape. Introduce basic electronics through art.,13-18 yrs,45-60 min,5-10 min,Low,LED; Coin battery; Copper tape,,Explain the activity and its goals; Let them help plan and organize; Guide them through the steps; Encourage independent thinking and problem-solving; Discuss what they learned or discovered; Help them reflect on the experience,"Basic electronics, Art integration, Circuit design","#PaperCircuits, #TechArt",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,None needed,LED; Coin battery; Copper tape
play-creativity-teen-13-18-building-and-designing-gadgets-13,Play & Creativity,Teen (13-18),Advanced,,Building and Designing Gadgets,Learn sustainability and innovation,13,Rubber Band-Powered Machine,Rubber Band-Powered Machine,Explore physics and motion via DIY mechanics,Build a simple machine powered by tension. Explore physics and motion via DIY mechanics.,13-18 yrs,60-75 min,5-10 min,Low,Wheels; Rubber bands; Sticks,,Explain the activity and its goals; Let them help plan and organize; Guide them through the steps; Encourage independent thinking and problem-solving; Discuss what they learned or discovered; Help them reflect on the experience,"Physics understanding, Motion mechanics, DIY construction","#DIYPhysics, #CreativeMechanics",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,None needed,Wheels; Rubber bands; Sticks
play-creativity-teen-13-18-building-and-designing-gadgets-14,Play & Creativity,Teen (13-18),Advanced,,Building and Designing Gadgets,Learn sustainability and innovation,14,Smartphone Tripod Hack,Smartphone Tripod Hack,Promote media creativity with low-tech tools,Create a smartphone tripod using household items. Promote media creativity with low-tech tools.,13-18 yrs,30-45 min,5-10 min,Low,Clips; Paper rolls; Cardboard,,Explain the activity and its goals; Let them help plan and organize; Guide them through the steps; Encourage independent thinking and problem-solving; Discuss what they learned or discovered; Help them reflect on the experience,"Media creativity, Low-tech solutions, Phone accessories","#PhoneHack, #MediaCreation",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,Paper rolls; Cardboard,Clips
play-creativity-teen-13-18-building-and-designing-gadgets-15,Play & Creativity,Teen (13-18),Advanced,,Building and Designing Gadgets,Learn sustainability and innovation,15,Chain Reaction Machine,Chain Reaction Machine,Learn engineering through fun,Design a Rube Goldberg machine. Learn engineering through fun.,13-18 yrs,60-90 min,5-10 min,Low,Dominos; Balls; Ramps,,Explain the activity and its goals; Let them help plan and organize; Guide them through the steps; Encourage independent thinking and problem-solving; Discuss what they learned or discovered; Help them reflect on the experience,"Engineering, Chain reactions, Video recording","#ChainReaction, #FunEngineering",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,None needed,Dominos; Balls; Ramps
play-creativity-teen-13-18-independent-fashion-design-16,Play & Creativity,Teen (13-18),Advanced,,Independent Fashion Design,Learn sustainable design and textile creativity,16,T-Shirt Upcycle Project,T-Shirt Upcycle Project,Learn sustainable design and textile creativity,Redesign old T-shirts into something new. Learn sustainable design and textile creativity.,13-18 yrs,45-60 min,5-10 min,Low,Old T-shirt; Scissors; Fabric paint,,Explain the activity and its goals; Let them help plan and organize; Guide them through the steps; Encourage independent thinking and problem-solving; Discuss what they learned or discovered; Help them reflect on the experience,"Sustainable design, Textile creativity, Upcycling","#UpcycleFashion, #CreativeTeens",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,None needed,Old T-shirt; Scissors; Fabric paint
play-creativity-teen-13-18-independent-fashion-design-17,Play & Creativity,Teen (13-18),Advanced,,Independent Fashion Design,Learn sustainable design and textile creativity,17,Mood Board for a Collection,Mood Board for a Collection,Practice theme-based fashion ideation,Create a digital or physical collage representing a clothing line. Practice theme-based fashion ideation.,13-18 yrs,30-45 min,5-10 min,Low,Magazines; Digital tools; Glue,,Explain the activity and its goals; Let them help plan and organize; Guide them through the steps; Encourage independent thinking and problem-solving; Discuss what they learned or discovered; Help them reflect on the experience,"Theme-based ideation, Fashion design, Visual presentation","#FashionMoodBoard, #TeenDesign",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,None needed,Magazines; Digital tools; Glue
play-creativity-teen-13-18-independent-fashion-design-18,Play & Creativity,Teen (13-18),Advanced,,Independent Fashion Design,Learn sustainable design and textile creativity,18,Fabric Painting Lab,Fabric Painting Lab,Promote wearable art and DIY,Paint or stencil designs on cloth or clothes. Promote wearable art and DIY.,13-18 yrs,45-60 min,5-10 min,Low,Fabric or T-shirt; Fabric paint; Stencils,,Explain the activity and its goals; Let them help plan and organize; Guide them through the steps; Encourage independent thinking and problem-solving; Discuss what they learned or discovered; Help them reflect on the experience,"Wearable art, DIY skills, Textile design","#WearableArt, #TextileDesign",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,Fabric or T-shirt,Fabric paint; Stencils
play-creativity-teen-13-18-independent-fashion-design-19,Play & Creativity,Teen (13-18),Advanced,,Independent Fashion Design,Learn sustainable design and textile creativity,19,Cultural Fusion Outfit Sketch,Cultural Fusion Outfit Sketch,Build cultural awareness and design skills,Design an outfit combining styles from two cultures. Build cultural awareness and design skills.,13-18 yrs,45-60 min,5-10 min,Low,Sketch materials,Basic materials; Safe play area,Explain the activity and its goals; Let them help plan and organize; Guide them through the steps; Encourage independent thinking and problem-solving; Discuss what they learned or discovered; Help them reflect on the experience,"Cultural awareness, Design skills, Global understanding","#CulturalFashion, #GlobalTeens",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,Sketch materials,None needed
play-creativity-teen-13-18-independent-fashion-design-20,Play & Creativity,Teen (13-18),Advanced,,Independent Fashion Design,Learn sustainable design and textile creativity,20,DIY Fashion Photoshoot,DIY Fashion Photoshoot,"Explore styling, modeling, and visual storytelling","Plan and execute a themed fashion shoot. Explore styling, modeling, and visual storytelling.",13-18 yrs,60-90 min,5-10 min,Low,Camera/phone; Outfits; Props,,Explain the activity and its goals; Let them help plan and organize; Guide them through the steps; Encourage independent thinking and problem-solving; Discuss what they learned or discovered; Help them reflect on the experience,"Styling, Modeling, Visual storytelling","#FashionPhotoshoot, #TeenCreativity",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,None needed,Camera/phone; Outfits; Props
cognitive-skills-infant-0-1-visual-tracking-and-focus-1,Cognitive Skills,Infant (0-1),Beginner,Cognitive,Visual Tracking & Focus,Develop visual attention and tracking abilities through hands-on activities,1,High Contrast Card Play,High Contrast Card Play,Stimulate visual development and focus through engaging card activities,Use high contrast cards to capture baby's attention and develop visual tracking skills through interactive. Stimulate visual development and focus through engaging card activities.,0-6 months,5-10 min,5-10 min,High,High contrast black and white cards; Baby-safe mirror,Soft Soft play mat; Cushions; Cognitive development kit; Learning progress tracker; Skill assessment tools,"Choose a good time when baby is calm and alert; Set up the activity in a safe, comfortable space; Let baby explore the materials at their own pace; Stay close and watch for safety; Talk to them about what they're experiencing; Clean up when they show signs of being done","Visual tracking, Focus development, Eye coordination, Attention span, Learning assessment","#VisualDevelopment, #FocusTraining, #InfantActivities",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,Soft play mat (available at home); Baby-safe mirror (supplied by us),High contrast black and white cards (supplied by us); Cognitive development kit (supplied by us); Learning progress tracker (supplied by us); Skill assessment tools (supplied by us)
cognitive-skills-infant-0-1-visual-tracking-and-focus-2,Cognitive Skills,Infant (0-1),Beginner,Cognitive,Visual Tracking & Focus,Develop visual attention and tracking abilities through hands-on activities,2,Floating Balloon Discovery,Floating Balloon Discovery,Encourage visual tracking and head movement through balloon play,"Use helium balloons to encourage baby to track movement and develop neck strength through safe,. Encourage visual tracking and head movement through balloon play.",2-8 months,10-15 min,5-10 min,High,Helium balloon with string; Soft floor mat; Colorful ribbons,Cognitive development kit; Learning progress tracker; Skill assessment tools,"Choose a good time when baby is calm and alert; Set up the activity in a safe, comfortable space; Let baby explore the materials at their own pace; Stay close and watch for safety; Talk to them about what they're experiencing; Clean up when they show signs of being done","Visual tracking, Head movement, Cause and effect, Neck strength, Learning assessment","#VisualTracking, #NeckStrength, #BalloonPlay",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,Soft floor mat (available at home),Helium balloon with string (supplied by us); Colorful ribbons (supplied by us); Cognitive development kit (supplied by us); Learning progress tracker (supplied by us); Skill assessment tools (supplied by us)
cognitive-skills-infant-0-1-visual-tracking-and-focus-3,Cognitive Skills,Infant (0-1),Beginner,Cognitive,Visual Tracking & Focus,Develop visual attention and tracking abilities through hands-on activities,3,Peek-a-Boo Object Game,Peek-a-Boo Object Game,Develop object permanence and attention through interactive hide-and-seek,Hide and reveal favorite objects to help baby understand that things exist even when not. Develop object permanence and attention through interactive hide-and-seek.,4-12 months,5-10 min,5-10 min,High,Baby's favorite soft toy; Colorful scarves or cloths; Small soft balls,Cognitive development kit; Learning progress tracker; Skill assessment tools,Hold a soft cloth or your hands in front of your face; Peek out from behind the cloth and say 'Peek-a-boo!'; Hide your face again and repeat the game; Watch for baby's reactions and smiles; Let them try to grab the cloth if they want to; Stop the game when they lose interest or get overstimulated,"Object permanence, Attention span, Memory development, Social interaction, Learning assessment","#ObjectPermanence, #AttentionTraining, #HideAndSeek",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,Colorful scarves or cloths (supplied by us),Baby's favorite soft toy (available at home); Small soft balls (supplied by us); Cognitive development kit (supplied by us); Learning progress tracker (supplied by us); Skill assessment tools (supplied by us)
cognitive-skills-infant-0-1-visual-tracking-and-focus-4,Cognitive Skills,Infant (0-1),Beginner,Cognitive,Visual Tracking & Focus,Develop visual attention and tracking abilities through hands-on activities,4,Colorful Mobile Watching,Colorful Mobile Watching,Stimulate visual processing and focus through mobile observation,"Use colorful mobiles to encourage sustained visual attention and tracking, building focus and visual processing. Stimulate visual processing and focus through mobile observation.",1-8 months,10-15 min,5-10 min,High,Colorful baby mobile; Crib or play area; Soft music box,Cognitive development kit; Learning progress tracker; Skill assessment tools,"Choose a good time when baby is calm and alert; Set up the activity in a safe, comfortable space; Let baby explore the materials at their own pace; Stay close and watch for safety; Talk to them about what they're experiencing; Clean up when they show signs of being done","Visual processing, Color recognition, Sustained attention, Auditory processing, Learning assessment","#VisualProcessing, #SustainedAttention, #MobilePlay",Activity kit (supplied by us); Step-by-step guide (supplied by us); Progress tracking sheet (supplied by us),Use materials from our activity kit; Follow our step-by-step guide; Track progress on our tracking sheet; Return materials when activity is complete,2025-09-27,,Tharun,2025-09-27 11:12:02,Crib or play area (available at home); Soft music box (supplied by us),Colorful baby mobile (supplied by us); Cognitive development kit (supplied by us); Learning progress tracker (supplied by us); Skill assessment tools (supplied by us)
